system,english_name,chinese_name,source_id,extra_json
3ds,50 Classic Games 3D (EU)(M6),50款经典游戏 3D(欧)PUZ(益智类),0342,"{""genre"":""混合|室内"",""img"":""https://data.yang2000ling.com/img/3ds_200/0342.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Maximum Family Games""}"
3ds,One Piece – Unlimited Cruise SP2 (EU)(M5),海贼王 无尽的航海SP2(欧)ACT(动作类),0343,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0343.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Namco Bandai Games""}"
3ds,Theatrhythm Final Fantasy (US),最终幻想 节奏剧场(美)Music(音乐类),0344,"{""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/3ds_200/0344.jpg"",""language"":""英语"",""publisher"":""Square Enix""}"
3ds,Scribblenauts Unlimited (US),涂鸦小子 无限(美)RPG(角色扮演),0345,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0345.jpg"",""language"":""英语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
3ds,Luigi's Mansion – Dark Moon (US)(M3),路易鬼屋 暗黑之月(美)ACT(动作类),0346,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0346.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
3ds,Nintendogs + Cats – Toy Poodle & New Friends (JP),任天猫狗 玩具贵宾犬与新伙伴(日)SIM(模拟养成类),0347,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0347.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,BioHazard – The Mercenaries 3D (JP),生化危机 佣兵3D(日)Action(动作射击类),0348,"{""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/3ds_200/0348.jpg"",""language"":""日语"",""publisher"":""Square Enix""}"
3ds,Theatrhythm Final Fantasy (JP),最终幻想 节奏剧场(日)Music(音乐类),0349,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0349.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Shin Hikari Shinwa – Palutena no Kagami (JP),新光之神话 帕鲁迪娜之镜(日)ACT(动作类),0350,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0350.jpg"",""language"":""日语"",""publisher"":""Capcom""}"
3ds,My Western Horse 3D (EU)(M5),我的西部小马3D(德)SIM(模拟类),0351,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0351.jpg"",""language"":""英语|德语"",""publisher"":""TREVA Entertainment GmbH""}"
3ds,Viking Invasion 2 – Tower Defense (EU)(M5),维京人的入侵2 塔防(欧)Strategy(策略),0352,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0352.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""BigBen Interactive""}"
3ds,Tobidase Doubutsu no Mori (JP),来吧！动物之森(日)ETC(益智类),0353,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0353.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Gyakuten Saiban 5 (JP),逆转裁判5(日)AVG(文字类),0354,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0354.jpg"",""language"":""日语"",""publisher"":""Capcom""}"
3ds,Bravely Default – Flying Fairy (JP),勇气默示录 飞舞的妖精(日)RPG(角色扮演),0355,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0355.jpg"",""language"":""日语"",""publisher"":""Square Enix""}"
3ds,AKB48+Me (JP),秋叶原48 +我(日)SIM(模拟类),0356,"{""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/3ds_200/0356.jpg"",""language"":""日语"",""publisher"":""Kadokawa Shoten""}"
3ds,New Love Plus (JP),新的爱情加(日)SIM(模拟类),0357,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0357.jpg"",""language"":""日语"",""publisher"":""Konami""}"
3ds,Castlevania Lords of Shadow – Mirror of Fate (JP),恶魔城 暗影之王 命运之镜(日)ACT(动作类),0358,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0358.jpg"",""language"":""日语"",""publisher"":""Konami""}"
3ds,Super Robot Taisen UX (JP),超级机器人大战UX(日)Strategy(策略),0359,"{""genre"":""策略|回合制"",""img"":""https://data.yang2000ling.com/img/3ds_200/0359.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Dragon Quest VII – Eden no Senshitachi (JP),勇者斗恶龙7 伊甸的战士们(日)RPG(角色扮演),0360,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0360.jpg"",""language"":""日语"",""publisher"":""Square Enix""}"
3ds,Fantasy Life (JP),幻想生活(日)RPG(角色扮演),0361,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0361.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,Pokemon Fushigi no Dungeon – Magnagate to Mugendai no Meikyuu (JP),口袋妖怪不可思议迷宫 玛古那之门与无限迷宫(日)RPG(角色扮演),0362,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0362.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Labyrinth no Kanata (JP),拉比利斯的彼方(日)RPG(角色扮演),0363,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0363.jpg"",""language"":""日语"",""publisher"":""Konami""}"
3ds,Ken to Mahou to Gakuen Mono. 3D (JP),剑、魔法与学园3D (日)RPG(角色扮演),0364,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0364.jpg"",""language"":""日语"",""publisher"":""Acquire""}"
3ds,Bokujou Monogatari – Hajimari no Daichi (JP),牧场物语 起源的大地 (日)Strategy(策略),0365,"{""genre"":""策略|建造"",""img"":""https://data.yang2000ling.com/img/3ds_200/0365.jpg"",""language"":""日语"",""publisher"":""Natsume""}"
3ds,Naruto Shippuden – Shinobi Rittai Emaki! Saikyou Ninkai Kessen!! (JP),火影忍者疾风传 忍立体绘卷！最强忍界决战！(日)ACT(动作类),0366,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0366.jpg"",""language"":""日语"",""publisher"":""Takara Tomy""}"
3ds,Luigi Mansion 2 (JP),路易鬼屋 暗黑之月(日)ACT(动作类),0367,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0367.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Super Pokemon Scramble (JP),超级口袋妖怪 乱战(日)ACT(动作类),0368,"{""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/3ds_200/0368.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Steel Diver (JP),钢铁机师(日)SIM(模拟类),0369,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0369.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Cubic Ninja (JP),立体忍者(日)ETC(益智类),0370,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0370.jpg"",""language"":""日语"",""publisher"":""Ubisoft""}"
3ds,Rabbids Time Travel (JP),疯狂兔子 时间旅行(日)ACT(动作类),0371,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0371.jpg"",""language"":""日语"",""publisher"":""Ubisoft""}"
3ds,Touch! Double Pen Sports (JP),双笔运动(日)SPG(体育类),0372,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0372.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Shin Megami Tensei IV (CN),真女神转生4(港台)SIM(模拟养成类),0373,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0373.jpg"",""language"":""日语"",""publisher"":""Atlus""}"
3ds,Nintendogs + Cats – French Bulldog & New Friends (CN),任天猫狗 法国斗牛犬与新伙伴(港台)SIM(模拟养成类),0374,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0374.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Nintendogs + Cats – Shiba and New Friends (CN),任天猫狗 柴犬与新伙伴(港台)SIM(模拟养成类),0375,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0375.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Nintendogs + Cats – Toy Poodle & New Friends (CN),任天猫狗 玩具贵宾犬与新伙伴(港台),0376,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0376.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Mario Tennis Open (CN),马里奥网球OPEN(港台)SPG(运动类),0377,"{""genre"":""运动|传统|网球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0377.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,New Super Mario Brothers 2 (CN),新超级马里奥兄弟2(港台)ACT(动作类),0378,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0378.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Super Mario 3D Land (CN),超级马里奥3D 大陆(港台)SPG(运动类),0379,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0379.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Star Fox 64 3D (CN),星际火狐64 3D(港台)STG(射击类),0380,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0380.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Tohoku Daigaku Karei Igaku Kenkyuusho – Monosugoku Nou wo Kitaeru 5-Funkan no Oni Training (CN),突破极限 脑的5分钟魔鬼锻炼(港台)ETC(益智类),0381,"{""genre"":""混合|教育"",""img"":""https://data.yang2000ling.com/img/3ds_200/0381.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Luigi's Mansion 2 (CN),路易鬼屋 暗黑之月(港台)ACT(动作类),0382,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0382.jpg"",""language"":""中文"",""publisher"":""Nintendo""}"
3ds,Etrian Odyssey IV – Legends of the Titan (EU),世界树迷宫4 传承的巨神,0383,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0383.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
3ds,Purr Pals – Purrfection (EU)(M5),喵呜伙伴 完美感受(欧)SIM(模拟养成类),0384,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0384.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""THQ""}"
3ds,Rune Factory 4 (JP),符文工房4(日)RPG(角色扮演),0385,"{""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0385.jpg"",""language"":""日语"",""publisher"":""Marvelous AQL""}"
3ds,Code of Princess (JP),公主代码(日)ACT(动作类),0386,"{""genre"":""RPG|ARPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0386.jpg"",""language"":""日语"",""publisher"":""Agatsuma Entertainment""}"
3ds,Crayon Shin-Chan – Uchuu de Achoo! Yuujou no Oba-Karate!! (JP),蜡笔小新 宇宙友情大作战(日)ACT(动作类),0387,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0387.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Doctor Lautrec to Boukyaku no Kishidan (JP),罗特雷克教授与忘却的骑士团(日)ETC(其他类),0388,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0388.jpg"",""language"":""日语"",""publisher"":""Konami""}"
3ds,E.X. Troopers (JP),EX装甲骑兵 日版游戏(日)Action(动作射击类),0389,"{""genre"":""动作|射击|第三人称"",""img"":""https://data.yang2000ling.com/img/3ds_200/0389.jpg"",""language"":""日语"",""publisher"":""Capcom""}"
3ds,Inazuma Eleven Go – Shine (JP),闪电十一人GO 光明(日)RPG(角色扮演),0390,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0390.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,Inazuma Eleven Go 2 – Chrono Stone – Neppuu (JP),闪电十一人GO2时空之石·热风(日)RPG(角色扮演),0391,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0391.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,One Piece – Unlimited Cruise SP (JP),海贼王 无尽的航海SP(日)AVG(文字类),0392,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0392.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Layton Kyouju to Choubunmei A no Isan (JP),雷顿教授与超文明A的遗产(日)ACT(动作类),0393,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0393.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,SD Gundam G Generation 3D (JP),SD高达G世纪3D(日)Strategy(策略),0394,"{""genre"":""策略|回合制"",""img"":""https://data.yang2000ling.com/img/3ds_200/0394.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Shin Sangoku Musou VS (JP),真三国无双VS(日)ACT(动作类),0395,"{""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/3ds_200/0395.jpg"",""language"":""日语"",""publisher"":""Koei Tecmo Games""}"
3ds,Time Travelers (JP),时间旅行者(日)ETC(其他类),0396,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0396.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,Dead or Alive – Dimensions (JP),死或生 维度(日)FTG(格斗类),0397,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0397.jpg"",""language"":""日语"",""publisher"":""Koei Tecmo Games""}"
3ds,Deca Sporta – 3D Sports (JP),十项全能3D(日)SPG(运动类),0398,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0398.jpg"",""language"":""日语"",""publisher"":""Hudson Soft""}"
3ds,Guild 01 (JP),吉尔德 01(日)ETC(其他类),0399,"{""genre"":""混合|选辑"",""img"":""https://data.yang2000ling.com/img/3ds_200/0399.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
3ds,3D Game Collection – 55 in 1 (EU)(M5),3D游戏合集 55合1(欧)PUZ(益智类),0400,"{""genre"":""混合|棋牌"",""img"":""https://data.yang2000ling.com/img/3ds_200/0400.jpg"",""language"":""英语"",""publisher"":""Joindots""}"
3ds,Puzzler Brain Games (EU)(M5),解密者 头脑游戏(欧)PUZ(益智类),0401,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0401.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Maximum Family Games""}"
3ds,Puzzler World 2012 3D (EU)(M5),解密者 头脑游戏谜题世界2012 3D(欧)PUZ(益智类),0402,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0402.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Ubisoft""}"
3ds,FIFA 13 (EU)(M3),国际足球大联盟 2013(欧)SPG(体育类),0403,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0403.jpg"",""language"":""英语|法语|荷兰语"",""publisher"":""Electronic Arts""}"
3ds,Animal Hospital (EU)(M6),动物医院(欧)SIM(模拟养成类),0404,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0404.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|葡萄牙语|丹麦语|瑞典语|挪威语|芬兰语"",""publisher"":""Bigben Interactive""}"
3ds,Pac-Man & Galaga Dimensions (JP),吃豆人与小蜜蜂 维度(欧)ACT(动作类),0405,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0405.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Nicola Kanshuu – Model Oshare Audition 2 (JP),妮可拉监修 模特的养成2(日)SIM(模拟养成类),0406,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0406.jpg"",""language"":""日语"",""publisher"":""Alchemist""}"
3ds,Nikoli no Sudoku 3D – 8-tsu no Puzzle de 1000-mon (JP),数独与三大谜题(日)PUZ(益智类),0407,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0407.jpg"",""language"":""日语"",""publisher"":""Hudson Soft""}"
3ds,Around the World with Hello Kitty and Friends (EU)(M5),凯蒂猫的世界旅行(欧)ETC(其他类),0408,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0408.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Rising Star Games""}"
3ds,Monster Hunter 4 (JP),怪物猎人4,0409,"{""genre"":""RPG|ARPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0409.jpg"",""language"":""日语"",""publisher"":""Capcom""}"
3ds,3D MahJongg (EU)(M4),3D麻将(欧)PUZ(益智类),0410,"{""genre"":""混合|棋牌"",""img"":""https://data.yang2000ling.com/img/3ds_200/0410.jpg"",""language"":""英语|法语|德语|荷兰语"",""publisher"":""Purple Hills""}"
3ds,Jewel Master – Cradle of Egypt 2 3D (EU)(M4),珠宝大师 埃及的摇篮(欧)PUZ(益智类),0411,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0411.jpg"",""language"":""英语|法语|西班牙语|意大利语"",""publisher"":""Rising Star Games""}"
3ds,Gardenscapes (EU)(M4),园艺别墅(欧)SIM(模拟类),0412,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0412.jpg"",""language"":""英语|法语|德语|荷兰语"",""publisher"":""Purple Hills""}"
3ds,LEGO Le Seigneur des Anneaux (FR)(M7),乐高指环王(欧)ACT(动作类),0413,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0413.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|丹麦语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
3ds,Shin Megami Tensei IV (US),真女神转生4(欧)RPG(角色扮演),0414,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0414.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
3ds,Boulder Dash-XL 3D (US),钻石小子(美)ACT(动作类),0415,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0415.jpg"",""language"":""英语"",""publisher"":""GameMill Entertainment""}"
3ds,Style Savvy – Trendsetters (US),任性时尚 GIRL'S MODE 欲望宣言(美)PAR(派对类),0416,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0416.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
3ds,Real Heroes – Firefighter 3D (US),火场英雄 消防队员(美)ACT(动作类),0417,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0417.jpg"",""language"":""英语"",""publisher"":""Conspiracy Entertainment""}"
3ds,Brain Age – Concentration Training (US)(M3),突破极限 脑的5分钟魔鬼锻炼(美)PUZ(益智类),0418,"{""genre"":""混合|教育"",""img"":""https://data.yang2000ling.com/img/3ds_200/0418.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
3ds,Skylanders Giants (US)(M3),小龙斯派罗 巨人(美)ACT(动作类),0419,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0419.jpg"",""language"":""英语"",""publisher"":""Activision""}"
3ds,Animal Resort – Dobutsuen o Tsukurou!! (JP),动物园胜地 创造动物园(日)SIM(模拟类),0420,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0420.jpg"",""language"":""日语"",""publisher"":""AQ Interactive""}"
3ds,Yuugen Gaisha Brave Company (JP),勇者会社(日)SIM(模拟类),0421,"{""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0421.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Star Fox 64 3D (JP),星际火狐64 3D (日)STG(射击类),0422,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0422.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Real 3D Bass Fishing – Fish On (JP),真实3D钓鱼(日)Sport(休闲运动类),0423,"{""genre"":""运动|自然"",""img"":""https://data.yang2000ling.com/img/3ds_200/0423.jpg"",""language"":""日语"",""publisher"":""ASCII Media Works""}"
3ds,Pro Yakyuu Famista 2011 (JP),职业棒球 家庭竞技场2011(日)SPG(运动类),0424,"{""genre"":""运动|传统|棒球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0424.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Minna no Ennichi (JP),大众庙会(日)PUZ(益智类),0425,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0425.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
3ds,Hana to Ikimo no Rittai Zukan (JP),花与生物立体图鉴(日)PUZ(益智类),0426,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0426.jpg"",""language"":""日语"",""publisher"":""Nintendo""}"
3ds,Heavy Fire – The Chosen Few (US),战火纷飞 阿富汗 少数精锐3D(美)STG(射击类),0427,"{""genre"":""动作|射击|第一人称"",""img"":""https://data.yang2000ling.com/img/3ds_200/0427.jpg"",""language"":""英语"",""publisher"":""Mastiff""}"
3ds,Turbo – Super Stunt Squad (US)(M3),蜗牛超级特技队(美)RAC(竞速类),0428,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0428.jpg"",""language"":""英语"",""publisher"":""D3 Publisher""}"
3ds,Shin Megami Tensei – Devil Summoner – Soul Hackers (US),真女神转生 恶魔召唤师 灵魂黑客(美)RPG(角色扮演),0429,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0429.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
3ds,Kokuga (JP),哭牙(日)STG(射击类),0430,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0430.jpg"",""language"":""日语"",""publisher"":""G.Rev""}"
3ds,Shinobi 3D (JP),超级忍(日)ACT(动作类),0431,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0431.jpg"",""language"":""日语"",""publisher"":""SEGA""}"
3ds,My Pet Puppy 3D (US),我的宠物小狗3D(美)SIM(模拟养成类),0432,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0432.jpg"",""language"":""英语"",""publisher"":""505 Games""}"
3ds,Spirit Camera – The Cursed Memoir (US),心灵写真 附体笔记(美)AVG(冒险类),0433,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0433.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
3ds,Etrian Odyssey Untold – The Millennium Girl (US),新 世界树迷宫 千年少女(美)RPG(角色扮演),0434,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0434.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
3ds,Alien Chaos 3D (US),外星混沌3D(美)Action(动作射击类),0435,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0435.jpg"",""language"":""英语"",""publisher"":""Giant Media Group""}"
3ds,Crosswords Plus (US),交叉词汇加强版(美)PUZ(益智类),0436,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0436.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
3ds,Rune Factory 4 (US),符文工房4(美)RPG(角色扮演),0437,"{""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0437.jpg"",""language"":""英语"",""publisher"":""Xseed Games""}"
3ds,Monster 4×4 3D (US)(M3),异形4X4特技赛车(美)RAC(竞速类),0438,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0438.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
3ds,Junior Classic Games 3D (US)(M3),儿童经典游戏3D,0439,"{""genre"":""混合|棋牌"",""img"":""https://data.yang2000ling.com/img/3ds_200/0439.jpg"",""language"":""英语"",""publisher"":""Maximum Family Games""}"
3ds,Myst (US)(M2),神秘岛3D,0440,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0440.jpg"",""language"":""英语"",""publisher"":""Cyan Worlds""}"
3ds,Hotel Transylvania (US),精灵旅社,0441,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0441.jpg"",""language"":""英语"",""publisher"":""WayForward Technologies""}"
3ds,Art Academy – Lessons for Everyone (US)(M3),新绘心教室(美)PUZ(益智类),0442,"{""genre"":""混合|教育"",""img"":""https://data.yang2000ling.com/img/3ds_200/0442.jpg"",""language"":""英语"",""publisher"":""Headstrong Games""}"
3ds,"Amazing Spider-Man, The (US)(M3)",超凡蜘蛛侠(美)ACT(动作类),0443,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0443.jpg"",""language"":""英语"",""publisher"":""Activision""}"
3ds,"Trash Pack, The (US)",垃圾桶(美)PUZ(益智类),0444,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0444.jpg"",""language"":""英语"",""publisher"":""Activision""}"
3ds,Top Trumps NBA All Stars (US),顶级王牌NBA全明星(美)SPG(体育类),0445,"{""genre"":""运动|传统|篮球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0445.jpg"",""language"":""英语"",""publisher"":""Solutions 2 Go""}"
3ds,Adventure Time – Hey Ice King! Why'd You Steal Our Garbage!! (US),探险活宝 嘿！冰霸王你干嘛偷我们的垃圾？！(美)ACT(动作类),0446,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0446.jpg"",""language"":""英语"",""publisher"":""D3 Publisher""}"
3ds,Hakuoki – Memories of the Shinsengumi (US),薄樱鬼3D 新撰组的回忆(美)AVG(文字类),0447,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0447.jpg"",""language"":""英语"",""publisher"":""Aksys Games""}"
3ds,Wreck-It Ralph (US)(M2),无敌破坏王(美)ACT(动作类),0448,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0448.jpg"",""language"":""英语"",""publisher"":""Activision""}"
3ds,Hot Wheels – World's Best Driver (US)(M3),风火轮赛车 世界最强车手(美)RAC(竞速类),0449,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0449.jpg"",""language"":""英语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
